,name,year,genre,rate,voter,director,star,country,company,budget,gross
1776,Outing - Fidanzati per sbaglio,(2013)," Action, Crime, Drama            ",4.6,223,Matteo Vicino,"Nicolas Vaporidis,Andrea Bosca,Massimo Ghini,|,See full cast & crew,",Italy,"Camaleo,Red Carpet,Iervolino Entertainment,See more »,",,
1777,Idol,(2006)," Comedy, Drama, Romance            ",5.7,83,,"Amber Alexander,Adriano Aragon,John Arrington,|,See full cast & crew,",USA,"Hardsell Productions,See more »,",,
1778,Southwest,(I) (2013), Horror            ,7.2,100,Shawn Lecrone,"Danielle Lecrone,Eric Young,Barry Fitzgerald,|,See full cast & crew,",USA,"Wanted Dead Pictures,See more »,","$65,000",
1779,Spinnin',(2007)," Documentary, Biography, Romance            ",6.4,153,Eusebio Pastrana,"Damián Alcolea,Matilde Alcázar,María Brea,|,See full cast & crew,",Spain,"Big Bean & The Human Bean Band,Mundofree,See more »,",,
1780,Dead Serious,(2005), Comedy            ,5.9,56,Joe Sullivan,"Tom Cahill,Paul Coughlan,Carson Grant,|,See full cast & crew,",USA,"Moodude Films,See more »,","$250,000",
1781,The Man Whose Mind Exploded,(2012)," Action, Crime, Thriller            ",6.7,252,Toby Amies,,UK,"Perfectmotion,Succulent Pictures,See more »,","£100,000",
1782,Lez Be Friends,(2007), Drama            ,5.2,8,Glenn Gaylord,"Nic Arnzen,Christine Barger,Q. Allan Brocka,|,See full cast & crew,",USA,,,
1783,Disparos,(2012), Documentary            ,5.6,141,Juliana Reis,"Gustavo Machado,Caco Ciocler,Julio Adrião,|,See full cast & crew,",Brazil,"Escrevendo & Filmes,Cafajeste Filmes (as Diversid'arte),Quanta Centro de Produções Cinematográficas,See more »,","$800,000",
1784,Combat,(2006)," Adventure, Comedy, Crime            ",5.9,71,Patrick Carpentier,"Léo Joris,Tomas Matauko,",Belgium,"Thank You & Good Night Productions,See more »,",,
1785,Román,(2018)," Comedy, Fantasy, Sci-Fi            ",0.0,0,Majo Staffolani de Amoriza,"Carlo Argento,Gastón Cocchiarale,Lara Crespo,|,See full cast & crew,",Argentina,,,
1786,Fatherhood Dreams,(2007)," Adventure, Comedy, Horror            ",6.3,37,Julia Ivanova,,Canada,"Interfilm Productions,See more »,","CAD 220,000",
1787,Cruzadas,(2011), Documentary            ,3.5,77,Diego Rafecas,"Moria Casán,Nacha Guevara,Enrique Pinti,|,See full cast & crew,",Argentina,"MATIZ Arte Digital,Zazen Producciones,See more »,",,
1788,The Fix,(2018), Drama            ,0.0,0,Edward Jack,"Luke Mire,Danny Mosier,Maverick Shaw,|,See full cast & crew,",USA,"Any Other Name,See more »,",,
1789,Joel D. Wynkoop's Slasher Weekend,(2015), Documentary            ,5.5,13,,"Ken Anthony II,Emma Banks,Ashley Lynn Caputo,|,See full cast & crew,",USA,"CreationsToGo Studios,Lion's Kill Productions,Wynkoop Productions,See more »,",,
1790,LGBT Experience,(2018)," Comedy, Fantasy, Sci-Fi            ",0.0,0,Tom Monasterios,,USA,,"$30,000",
1791,Navarasa,(2005)," Romance, Comedy, Drama            ",7.8,29,Santosh Sivan,"Shweta,Apeksha Bhat,Bobby Darling,|,See full cast & crew,",India,"Handmade Productions,See more »,",,
1792,City of Borders,(2009), Drama            ,7.8,68,Yun Suh,"Boody,Ravit Geva,Sa'Ar Netanel,|,See full cast & crew,",USA,"Center for Asian American Media (CAAM),City of Borders Productions,ITVS,See more »,",,
1793,Don't Ask Don't Tell,(2002)," Crime, Drama, Mystery            ",4.2,107,Doug Miles,"Lloyd Floyd,Erik Frandsen,Darby McKinney,|,See full cast & crew,",USA,,,
1794,For Pete's Wake!,(2007), Comedy            ,6.4,34,,"Patricia Tallman,Joy Claussen,Erinn Koch,|,See full cast & crew,",USA,"Ertbound Entertainment,Erthbound Entertainment,Gureghian ASG Films,See more »,",,
1795,Solange Du hier bist,(2006), Documentary            ,6.3,98,Stefan Westerwelle,"Michael Gempart,Leander Lichti,",Germany,"Academy of Media Arts Cologne,See more »,","€5,000",
1796,The Fall of '55,(2006)," Drama, Mystery            ",6.1,34,Seth Randal,"Ron Bess,Peter Boag,Jack Butler,|,See full cast & crew,",USA,"Entendre Pictures,See more »,","$40,000",
1797,Beverly Kills,(2005), Documentary            ,3.9,141,Damion Dietz,"Stephan D. Gill,Marlon Pfeiffer,Kurt Koehler,|,See full cast & crew,",USA,"New Media Entertainment LLC,See more »,",,
1798,Three of Hearts: A Postmodern Family,(2004), Drama            ,7.1,166,Susan Kaplan,"Sam Cagnina,Steven Margolin,Samantha Singh,",USA,"Bravo Cable,Cactus Three,See more »,",,"$19,738,"
1799,Unstable,(2005)," Comedy, Family, Fantasy            ",7.6,53,Anthony Spadaccini,"Steve Brown,James Schaeffer,Bobby Hamilton,|,See full cast & crew,",USA,"Fleet Street Films,See more »,","$3,000",
1800,Zona rosa,(2005)," Comedy, Drama, Romance            ",4.8,63,Dan Castle,"Christian Miranda,Mily Miranda,Willy Rodriguez,","Mexico,USA",,,
1801,Dog Sweat,(2010), Drama            ,6.5,119,Hossein Keshavarz,"Sara Esfahani,Tahereh Azadi,Shahrokh Taslimi,|,See full cast & crew,","Iran,USA",,,
1802,Rachanda,(2016)," Documentary, Biography, History            ",4.6,43,Marta Ferencova,"Vladimír Polívka,Ales Bílík,Denisa Pfauserová,|,See full cast & crew,",Czech Republic,"Apfel Production,Frame100r,Apfel Production,See more »,","€1,400,000",
1803,Godass,(2000), Documentary            ,5.6,48,Esther Bell,"Nika Feldman,Preston Miller,Arik Roper,|,See full cast & crew,",USA,"Hell's Bells,See more »,",,
1804,Gas,(2005), Documentary            ,5.9,123,Luciano Melchionna,"Lorenzo Balducci,Francesco Venditti,Moran Atias,|,See full cast & crew,","Italy,UK","Blu Cinematografica,Ministero per i Beni e le Attività Culturali (MiBAC),See more »,",,
1805,The Sons of Tennessee Williams,(2010)," Documentary, History, Romance            ",4.3,110,Tim Wolff,"Charles Maddox,Tommy Dietsch,Ed Herlihy,|,See full cast & crew,",USA,"Wolffhouse,See more »,",,"$2,852,"
1806,Jobriath A.D.,(2012)," Comedy, Drama, Romance            ",7.3,130,Kieran Turner,"Jerry Brandt,Jayne County,Dennis Christopher,|,See full cast & crew,",USA,"Eight Track Tape Productions,See more »,",,
1807,Daddy and Papa,(2002)," Drama, Romance            ",8.0,106,Johnny Symons,,USA,"Independent Television Service (ITVS),Persistent Visions,See more »,",,
1808,Tying the Knot,(2004)," Drama, Romance            ",7.4,281,Jim de Sève,"Bob Barr,Mary Bonauto,Brian Brown,|,See full cast & crew,",USA,"1,049 Films,See more »,",,"$37,464,"
1809,A Heaven for Queers,(2011), Documentary            ,4.4,19,Alexander Grigorenko,"Alex Di Dio,Jessica Zwolak,Jennifer Bihl,|,See full cast & crew,",USA,"Autumnrain Productions,See more »,",,
1810,Homo Father,(2005), Romance            ,5.2,70,Piotr Matwiejczyk,"Dawid Antkowiak,Bodo Kox,Daria Iwan,|,See full cast & crew,",Poland,,,
1811,Beatific Vision,(2008)," Crime, Drama, Romance            ",3.9,67,Sountru,"Joe Higachi,Norm Munoz,Marianne Shine,|,See full cast & crew,",USA,"Sountru Productions,See more »,","$500,000",
1812,The Man You Had in Mind,(2006)," Documentary, Drama, News            ",7.4,57,James Tuchschmidt,,USA,"Revealing Picture Productions,Aaron Douglas Enterprises,See more »,",,
1813,Inertia,(2001), Romance            ,5.9,145,Sean Garrity,"Jonas Chernick,Sarah Constible,Gordon Tanner,|,See full cast & crew,",Canada,"Indian Snack Box,See more »,",,
1814,Hatsu-koi,(2007)," Documentary, Drama, Romance            ",5.7,69,Kôichi Imaizumi,"Hiroshi Murakami,Teppen Matsunoki,Ryôya Kawashima,|,See full cast & crew,",Japan,"Habakari Cinema,See more »,",,
1815,The New Black,(2013), Documentary            ,6.8,85,Yoruba Richen,,USA,,,
1816,Lovers' Kiss,(2003)," Comedy, Drama            ",6.1,14,Ataru Oikawa,"Aya Hirayama,Aoi Miyazaki,Mikako Ichikawa,|,See full cast & crew,",Japan,"Shogakukan,Toho Company,See more »,",,
1817,Alex & Ali,(2014)," Drama, Romance            ",6.3,27,Malachi Leopold,,"USA,Turkey","John M. Bennett Productions,Left Brain Right Brain Productions,See more »,",,
1818,A Place to Live: The Story of Triangle Square,(2008), Documentary            ,9.1,11,Carolyn Coal,,USA,"NoCo Media Group,Bittersweet Productions,See more »,",,
1819,Noon at ngayon,(2003)," Comedy, Drama, Romance            ",6.4,13,Marilou Diaz-Abaya,"Dina Bonnevie,Eula Valdez,Jean Garcia,|,See full cast & crew,",Philippines,"Star Cinema Productions,See more »,",,
1820,Hua wei mei,(2011)," Documentary, News            ",5.1,62,François Chang,"Nranus Chen,Jason Lau,Hayden Leung,|,See full cast & crew,",China,,"€3,000",
1821,Dear Jesse,(1998)," Comedy, Sport            ",7.3,141,Tim Kirkman,"Nathan A. Barbour,Karen Brown,Patsy Clarke,|,See full cast & crew,",USA,"North Carolina Film Foundation,See more »,",,"$16,875,"
1822,Le coeur au poing,(1998)," Drama, Romance            ",6.4,149,Charles Binamé,"Pascale Montpetit,Guy Nadon,Anne-Marie Cadieux,|,See full cast & crew,",Canada,"Canadian Government,Cité-Amérique,Quebec Government,See more »,",,
1823,Campaign of Hate: Russia and Gay Propaganda,(2014)," Comedy, Drama, Romance            ",6.2,69,,,"USA,Russia",,,
1824,Satree lek 2,(2003), Romance            ,5.4,194,Yongyoot Thongkongtoon,"Sujira Arunpipat,Kokkorn Benjathikoon,Anucha Chatkaew,|,See full cast & crew,",Thailand,"Tai Entertainment,Hub Ho Hin Films,See more »,","THB 18,000,000",
1825,Away (A)wake,(2005)," Comedy, Drama, Horror            ",5.4,89,,"Helen Bowman,Saki Manousakis,Timothy Morton,|,See full cast & crew,",USA,"The Memphis Digital Arts Co-operative,Sawed-Off Collaboratory Productions,See more »,","$7,000",
1826,Happily Ever After,(2005), Comedy            ,5.9,15,Maryo J. de los Reyes,"Keempee de Leon,John Prats,Maxene Magalona,|,See full cast & crew,",Philippines,"MAQ Productions,Regal Films,See more »,",,
1827,Love Will Tear Us Apart,(I) (2013)," Comedy, Drama            ",5.6,45,Azure Valencia,"Kaleigh Macchio,August Roads,Azure Valencia,|,See full cast & crew,",USA,"La Vie En Bleu,See more »,","$25,000",
1828,Ornaments,(2008)," Comedy, Drama, Romance            ",3.7,22,Brian Samuel Davis,"Kelly May,Chad Olson,Jordana Oberman,|,See full cast & crew,",USA,"Apple Cart Productions,Maven Design House,Beachwood Cottage Film and Music,See more »,","$90,000",
1829,A Star Is Stillborn,(2014), Drama            ,7.9,11,Chris Moore,"Chris Moore,Nina Scholl,Mariangelica Velasquez,|,See full cast & crew,",USA,"Schmoore Filmworks,See more »,",$500,
1830,Sono positivo,(1999)," Drama, Fantasy, Musical            ",6.1,71,Cristiano Bortone,"Giovanni Esposito,Cristina Liberati,Paolo Sassanelli,|,See full cast & crew,",Italy,"Boccia Film,Orisa Produzioni,Pasquino,See more »,",,
1831,Tigre v meste,(2012), Comedy            ,7.0,52,Juraj Krasnohorsky,"Kristina Tothova,Tomas Mastalir,Milan Ondrík,|,See full cast & crew,","Slovakia,Czech Republic","Artichoke Film Production,See more »,",,
1832,Brothers in Communion,(2010), Drama            ,0.0,0,Rick Dumont,"Pam Ahern,Paul Ahern,Tyrone Alcorn,|,See full cast & crew,",USA,"Pip Productions,Sweaty Turtle Entertainment,See more »,","$10,000",
1833,Mr. Brown,(2006), Comedy            ,0.0,0,Natasha Guruleva,"Niles Ford,Paul Frolov,Kristen Irby,|,See full cast & crew,",USA,"AccentWorks,See more »,",,
1834,5 sehat 4 sempurna,(2002)," Documentary, Biography            ",6.0,27,Richard Buntario,"Fathir Muchtar,Rena Tabitha,Indra Bekti,|,See full cast & crew,",Indonesia,,,
1835,Cellar,(2010)," Comedy, Drama, Romance            ",0.0,0,Steve Staso,"Salma Abu Ayyash,Christian Alfonso,Salahuddin Alston,|,See full cast & crew,",USA,"Bone Film,See more »,",,
1836,Fluff,(II) (2003), Comedy            ,4.7,29,Gregory Duke,"Peter Lee Cameron,Philip Cairns,Jonathan C. Dietrich,|,See full cast & crew,",Canada,"Greek Chorus Productions,See more »,",,
1837,An Ordinary Couple,(2018)," Crime, Drama, News            ",8.0,8,Jay Gianukos,"Orin Kennedy,Bernardo Puccio,",USA,,,
1838,Finding Me: Truth,(2011)," Comedy, Romance            ",5.8,34,Roger S. Omeus Jr.,"Josh Breckenridge,Derrick L. Briggs,Bry'Nt,|,See full cast & crew,",USA,"OmeProductions,See more »,",,
1839,Hana a jej bratia,(2000), Romance            ,5.5,59,Vladimír Adásek,"Martin Keder,Lucia Hurajová,Marta Zuchová,|,See full cast & crew,",Slovakia,"Trigon Production,See more »,",,
1840,Soul Diaspora,(2009)," Documentary, Drama            ",8.0,30,Odera Ozoka,"Sadiq Abu,Donald Ajluni,Chrisi Collins,|,See full cast & crew,",USA,,"$20,000",
1841,Happy Hearts,(2007), Drama            ,5.5,13,Joel Lamangan,"Bb Gandanghari,Wendell Ramos,Shaina Magdayao,|,See full cast & crew,",Philippines,"Regal Films,Regal Multimedia,See more »,",,
1842,"The Completely Remarkable, Utterly Fabulous Transformation of a Regular Joe",(2008)," Drama, Fantasy            ",7.7,69,Gene Landry,"Charles Fraser,Wade A. Vaughn,Bridgette McGehee,|,See full cast & crew,",USA,"the red dilemma,See more »,","$125,000",
1843,Pyuupiru 2001-2008,(2011), Comedy            ,7.7,11,Daishi Matsunaga,,Japan,"L Factory,Nihon Sky Way,Scrum Try,See more »,",,
1844,Vivre me tue,(2002), Documentary            ,6.6,168,Jean-Pierre Sinapi,"Sami Bouajila,Jalil Lespert,Sylvie Testud,|,See full cast & crew,","France,Germany","Arte France Cinéma,Canal+,Centre National de la Cinématographie (CNC),See more »,",,
1845,Walking with the Ferryman,(2014)," Documentary, Adventure, Biography            ",6.4,46,Adrian Hume Robinson,"Stefano Reali,Adrian Hume Robinson,Brigitte Millar,|,See full cast & crew,",UK,"Fiery Archer,See more »,",,
1846,Manay po!,(2006), Drama            ,6.7,95,Joel Lamangan,"Cherry Pie Picache,John Prats,Polo Ravales,|,See full cast & crew,",Philippines,"Regal Films,See more »,",,
1847,Out Late,(2008), Comedy            ,7.0,89,,"Leanna Bradley,Cathy Jambrosic,Walter Rothenburger,|,See full cast & crew,",USA,"Forever Films,See more »,",,
1848,The Skin I'm In,(2012)," Drama, Romance            ",7.0,5,Broderick Fox,"Rande Cook,Broderick Fox,Zulu Zulu,","USA,Japan,Canada,Germany",,,
1849,Hada,(2006), Comedy            ,0.0,0,Lau de Jesus,"Rey 'PJ' Abellana,Jiggy Ashley,K.C. Castillo,|,See full cast & crew,",Philippines,"EFB Productions,See more »,",,
1850,The Wedding Video,(2003)," Drama, Crime            ",6.6,89,,"Heather B.,Lindsay Brien,Sean Duffy,|,See full cast & crew,",USA,"Fruit Films,Rewind Services,See more »,",,
1851,Sam Fooi,(1999)," Drama, Romance            ",5.8,118,Simon Chung,"Edmund Strode,Alex Wong,Carrie Leung,|,See full cast & crew,",Hong Kong,"Ying E Chi,See more »,",,
1852,Rhythm & Blues,(2000)," Comedy, Romance            ",5.2,63,Stephen Lennhoff,"Angus MacInnes,Ian Henderson,Paul Blackthorne,|,See full cast & crew,","UK,USA","Life on Mars Ltd.,Winters Hollywood Entertainment Holdings Corporation,See more »,",,
1853,Espinas,(2005)," Comedy, Drama            ",5.5,27,Julio Cesar Estrada,"Ernesto Yáñez,Gamboa Bernardo,César Cansdales,|,See full cast & crew,",Mexico,"Fidecine,Hilo Negro Films,See more »,","$650,000",
1854,The First Time - Bedingungslose Liebe,(2011), Sci-Fi            ,5.9,77,Timmy Ehegötz,"Florian Ahlborn,Timmy Ehegötz,Denise Ilktac,|,See full cast & crew,",Germany,"Beyond Pictures,See more »,","€13,500",
1855,Besser als Schule,(2004)," Action, Crime, Drama            ",3.3,134,Simon X. Rost,"Eric Benz,Gabriel Andrade,Melanie Wichterich,|,See full cast & crew,",Germany,"DoRo Fiction Film GmbH,MMC Independent,Schokolade Filmproduktion GmbH,See more »,",,
1856,Suplicio,(2016)," Drama, Romance            ",0.0,0,Bladimir Abud,"Manolo Ozuna,Rafael Alduey,Eva Arias,|,See full cast & crew,",Dominican Republic,,,
1857,A Seita,(2015), Documentary            ,7.1,29,André Antônio,"Sócrates Alexandre,Felipe Araújo,Júlio Emílio,|,See full cast & crew,",Brazil,,,
1858,Midnight Cabaret,(2012)," Comedy, Crime            ",6.4,19,Donna R. Clark,"Brandon Hilton,Elexius Kelly,Arthur Yon,|,See full cast & crew,",USA,"Label me. productions,See more »,",,
1859,Un fils,(2003)," Documentary, Biography            ",4.5,177,Amal Bedjaoui,"Mohamed Hicham,Hammou Graïa,Isabelle Pichaud,|,See full cast & crew,",France,"ML Productions,See more »,",,
1860,Simon and I,(2002)," Drama, Horror, Thriller            ",8.5,21,,,South Africa,,,
1861,Krásno,(2014)," Drama, Romance            ",6.0,113,Ondrej Sokol,"Ondrej Sokol,Martin Finger,Jana Krausová,|,See full cast & crew,",Czech Republic,"Ceská Televize,Dramedy Productions S.r.o.,Frame100r,See more »,",,
1862,Queer City,(2016)," Drama, Romance            ",6.4,16,Draper Shreeve,"Rafael Alencar,Sarah Chinn,Miriam Diaz,|,See full cast & crew,",USA,"Showdog Productions,Public Art Films,Goldcrest Post Production New York,See more »,","$300,000",
1863,Victimized,(2014)," Comedy, Crime, Drama            ",5.6,23,Michael Kenneth Fahr,"Michael Kenneth Fahr,Sarah Nicklin,Cuyle Carvin,|,See full cast & crew,",USA,"FunnyHo Films,MKF Productions,See more »,",,
1864,Ores koinis isyhias,(2006)," Documentary, Sport            ",6.3,138,Katerina Evangelakou,"Ivonni Maltezou,Errikos Litsis,Angeliki Papathemeli,|,See full cast & crew,",Greece,"Bad Movies,GP Lighting,Graal,See more »,",,
1865,Apart,(2010), Romance            ,4.7,27,Afdhere Jama,"Ajibike Adekoya,Luis Anguiano,Jamie Bernadette,|,See full cast & crew,",USA,"Solace Soleil,Oracle Releasing,See more »,",,
1866,Marujas asesinas,(2001)," Comedy, Romance            ",5.1,284,Javier Rebollo,"Neus Asensi,Antonio Resines,Nathalie Seseña,|,See full cast & crew,",Spain,"Lan Zinema,Sociedad Kino Visión,See more »,",,
1867,Straight Acting,(2005)," Comedy, Horror            ",5.2,24,Spencer Windes,,USA,,"$100,000",
1868,I Am Not What You Want,(2001)," Biography, Drama, Mystery            ",6.3,70,Kit Hung,"Chet Lam,Lik Hang Hung,Ki Lok Chan,|,See full cast & crew,",Hong Kong,,,
1869,Entrevista Com o Surdo Gay,(2004), Romance            ,0.0,0,Celso Badin,"Celso Badin,Arnaldo Barbosa,Ricardo Cacozza Garcia,|,See full cast & crew,",Brazil,,,
1870,On the Market,(2009)," Comedy, Drama, Romance            ",6.9,12,Jerry Cashman,"Kerry Cashion,Gina Travis,John Rutland,|,See full cast & crew,",USA,"Southern Horizon Pictures,See more »,",,
1871,"Mutantz, Nazis and Zombies",(2013), Documentary            ,4.4,19,,"Crippler Criss,Werner Timm,Alexandra Rothert,|,See full cast & crew,",USA,"Troma Team Video,See more »,",,
1872,Cold Side of the Pillow,(2017), Comedy            ,0.0,0,Attila,"Attila,Jennifer Huva,Kevin Richardson,|,See full cast & crew,","Canada,France,Hungary","Atka Films,Atka Films,Atka Films,See more »,","CAD 20,000",
1873,Send Me an Angel,(2003)," Documentary, History            ",7.0,34,Nir Ne'eman,"Yechiel Elkabetz,Asi Cogan,Hofesh Shechter,|,See full cast & crew,",Israel,"Ozma Film-Kunst,See more »,",,
1874,Don't Go to Strangers,(2008), Documentary            ,8.6,5,Nate Osborne,"La'Tresia Ashley,Deana J. Becker,Melanie Breaux,|,See full cast & crew,",USA,,,
1875,Our House: A Very Real Documentary About Kids of Gay & Lesbian Parents,(2000), Documentary            ,7.1,36,Meema Spadola,,USA,"Independent Television Service (ITVS),Sugar Pictures,See more »,",,
1876,Laura Cadieux... la suite,(1999), Drama            ,5.3,174,Denise Filiatrault,"Jean-Guy Bouchard,Raymond Bouchard,Gregory Charles,|,See full cast & crew,",Canada,"Cinémaginaire Inc.,See more »,",,"$777,477,"
1877,Swimming with Lesbians,(2009)," Crime, Mystery, Sci-Fi            ",8.0,5,David B. Marshall,,USA,"Blue Sky Project,See more »,","$250,000",
1878,Little Sister's vs. Big Brother,(2002), Comedy            ,7.0,14,Aerlyn Weissman,"Jim Deva,Bruce Smythe,Knowlton Nash,|,See full cast & crew,",Canada,"Canadian Film or Video Production Tax Credit (CPTC),Canadian Independent Film and Video Fund,Canadian Television Fund,See more »,",,
1879,I Shot My Love,(2009)," Action, Comedy, Crime            ",7.0,93,Tomer Heymann,"Tomer Heymann,Zvi Heymann,Wieland Speck,","Israel,Germany","Heymann Brothers Films,Lichtblick Film- und Fernsehproduktion (I),Westdeutscher Rundfunk (WDR),See more »,",,
1880,Lilly's Thorn,(2009), Documentary            ,6.7,12,,"Bennett Clarkson,David Cooley,Joseph D. Durbin,|,See full cast & crew,",USA,,,
1881,Brigada explosiva: Misión pirata,(2008), Documentary            ,1.7,237,Rodolfo Ledo,"Emilio Disi,Luciana Salazar,Gino Renni,|,See full cast & crew,","Argentina,Dominican Republic","Argentina Sono Film S.A.C.I.,Telefé International,See more »,",,
1882,Le grand'tour,(2011), Documentary            ,5.2,29,Jérôme Le Maire,"Denis Burton,Chen Chenut,Pierre Fontaine,|,See full cast & crew,",Belgium,"Silex Films,La Parti Productions,Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles,See more »,",,
1883,La Funcionaria Asesina,(2009)," Comedy, Drama            ",6.6,14,,"Mark Bego,Angie Bowie,Mary Beth Fish,|,See full cast & crew,",USA,"Rebel Without A Pause Productions,See more »,",,
1884,Zhi tongzhi,(2009), Drama            ,6.5,41,Zi'en Cui,,China,"Cui Zi DV Studio,Cuizi DV Studio,See more »,",,
1885,Soldier On: Life After Deployment,(2016), Documentary            ,0.0,0,,,USA,,"$150,000",
1886,Free Havana,(2012)," Fantasy, Horror            ",6.7,9,Eliezer Pérez Angueira,,"USA,Cuba","Silica Street Productions,See more »,","$5,000",
1887,Begging for Shorts,(2008)," Comedy, Drama, Romance            ",0.0,0,J.T. Tepnapa,"Adam Browne,Marita de Lara,Travis Michael Holder,|,See full cast & crew,",USA,"Blue Seraph Productions,See more »,","$50,000",
1888,David im Wunderland,(1998)," Documentary, History, Music            ",8.0,44,Moritz Seibert,"David Winter,Scott Larcher,Katharina Schütz,|,See full cast & crew,",Germany,,,
1889,Les mains déliées: À la recherche du cinéma gay israélien,(2014)," Comedy, Crime            ",0.0,0,Yannick Delhaye,"Avital Barak,Yannick Delhaye,Eytan Fox,|,See full cast & crew,",France,"Esperanza Productions,See more »,",,
1890,Thicker Than Water: The Vampire Diaries Part 1,(2008)," Comedy, Drama            ",6.6,101,Phil Messerer,"Devon Dionne,Eilis Cahill,JoJo Hristova,|,See full cast & crew,",USA,"The Sugar Factory,See more »,","$200,000",
1891,Maybe Tomorrow,(I) (2008), Documentary            ,8.1,17,,"Patrick Cavanagh,Sarah Morris,Kevin Roach,|,See full cast & crew,",USA,"White Hair Productions,See more »,","$10,000",
1892,Colors of the Rainbow,(2009)," Documentary, Biography            ",0.0,0,,"Mark Bonner,Jessica Persson,Jon Voss,","Sweden,USA",,,
1893,Ah ma yau nan,(2004)," Biography, Comedy, Drama            ",5.5,198,Danny Pang,"Charlene Choi,Ekin Cheng,Kenny Bee,|,See full cast & crew,",Hong Kong,"Magic Head Film Production Co.,Universe Entertainment,See more »,",,
1894,Manuela y Manuel,(2007)," Documentary, History            ",6.3,69,Raúl Marchand Sánchez,"Humberto Busto,Elena Iguina,Luz María Rondón,|,See full cast & crew,",Puerto Rico,"Puerto Rico Film Commission,Producciones Caleidoscopio,Isla Films,See more »,","$700,000","$1,557,"
1895,Making Grace,(2004)," Documentary, History            ",5.3,20,Catherine Gund,"Elizabeth Bing,Sami S. David,Dave Johnson,|,See full cast & crew,",USA,"Aubin Pictures,See more »,",,"$1,496"
1896,Chasing Greatness,(2009), Documentary            ,0.0,0,Michael Jones,,"USA,France,Nigeria","Lafayette Pictures,See more »,",,
1897,A Marca do Terrir,(2005)," Comedy, Drama, Romance            ",5.8,6,Ivan Cardoso,"Gal Costa,Ricardo Horta,Helena Lustosa,|,See full cast & crew,",Brazil,,,
1898,Muñeca,(2008)," Drama, Horror, Mystery            ",5.7,71,Sebastián Arrau,"Benjamín Vicuña,Marcial Tagle,Ana Fernández,|,See full cast & crew,",Chile,"Alce Producciones,Lapsus Producciones,See more »,",,
1899,Jason and Shirley,(2015)," Comedy, Drama, Romance            ",6.8,28,Stephen Winter,"Mike Bailey-Gates,Gordon Beeferman,Jordan Saunders Brooks,|,See full cast & crew,",USA,,,
1900,"The Strange History of Don't Ask, Don't Tell",(2011)," Documentary, Family            ",7.7,155,,"Carl Levin,Robert Gates,Mike Mullen,|,See full cast & crew,",USA,"HBO Documentary Films,World of Wonder Productions,World of Wonder,See more »,",,
1901,Mondo Homo,(2009), Drama            ,8.5,11,Hervé Joseph Lebrun,"François About,Philippe Vallois,Jean-Étienne Siry,|,See full cast & crew,",France,,,
1902,Dangerous Living: Coming Out in the Developing World,(2003)," Comedy, Horror, Thriller            ",7.3,134,John Scagliotti,"Janeane Garofalo,Maher Sabry,",USA,,,
1903,To a Tee,(2006), Drama            ,5.3,389,Matt Riddlehoover,"Matt Riddlehoover,Lindsey Hancock Williamson,Brandon Eaves,|,See full cast & crew,",USA,"Made It Myself Pictures,See more »,","$25,000",
1904,Yao ye hui lang,(2003), Comedy            ,5.7,169,Chi-Chiu Lee,"Daniel Wu,Kara Wai,Feng Ku,|,See full cast & crew,",Hong Kong,"Golden Gate Production,Pure Film Art Syndicate,See more »,",,
1905,So... Happy Together,(2004)," Comedy, Romance            ",6.4,52,Joel Lamangan,"Kris Aquino,Eric Quizon,Tonton Gutierrez,|,See full cast & crew,",Philippines,"Regal Films,See more »,",,
1906,Le baiser de Marseille,(2014)," Documentary, Music            ",0.0,0,Valérie Mitteaux,,France,"Films de Force Majeure,See more »,",,
1907,Amazing World,(1999)," Documentary, Biography, History            ",5.7,13,Denise Ohio,"Maiz Lucero,Jennifer Burton,Kelly Jean Clair,|,See full cast & crew,",USA,,,
1908,Family Secrets,(2014)," Documentary, Biography, History            ",6.3,40,Hani Fawzi,"Ahmed Abdel Wahab,Salwa Mohamed Ali,Ahmed El Rafie,|,See full cast & crew,",Egypt,,,
1909,Day of a Thousand Screams,(2012)," Documentary, Biography, Comedy            ",6.3,35,Reuben Rox,"Catherine Franklin,Reuben Rox,Cara Mattern,|,See full cast & crew,",USA,"Bloody Valley Films,See more »,",,
1910,Lauf der Dinge,(2006), Drama            ,5.5,21,Rolf S. Wolkenstein,"Zoé Anna Weiland,Sebastian Achilles,Manuel Cortez,|,See full cast & crew,",Germany,"intervista digital media,See more »,",,
1911,Modelky s.r.o.,(2014), Drama            ,2.2,26,,"Regina Rázlová,Evelyna Steimarová,Jirí Stepnicka,|,See full cast & crew,",Czech Republic,"Magnusfilm,See more »,",,
1912,"Unlike Father, Unlike Son",(2015)," Drama, Music, Musical            ",0.0,0,Don Cuaresma,"Vin Abrenica,Neil Coleta,JM de Guzman,|,See full cast & crew,",Philippines,"CineBro,See more »,",,
1913,The Godfather of Disco,(2007), Drama            ,8.0,27,Gene Graham,"Louis Benedetti,Jellybean Benítez,Joi Cardwell,|,See full cast & crew,",USA,,"$25,000",
1914,The Heretics,(2009), Drama            ,8.5,14,Joan Braderman,"Emma Amos,Ida Applebroog,Patsy Beckert,|,See full cast & crew,","Italy,Spain,USA","No More Nice Girls Productions,See more »,",,
