,name,year,genre,rate,voter,director,star,country,company,budget,gross
1144,"Two Soft things, Two Hard Things",(2016)," Drama, Horror            ",3.6,353,,"Jack Anawak,Alethea Arnaquq-Baril,Allison Brewer,|,See full cast & crew,",Canada,"MKW Productions,See more »,",,
1145,Out Loud,(I) (2011), Drama            ,5.5,127,Samer Daboul,"Rudy Moarbes,Ali Rhayem,Jad Hadid,|,See full cast & crew,",Lebanon,"Abzurd Productions,Phoenix Eye Pictures,See more »,","$2,100,000",
1146,Amic/Amat,(1999), Drama            ,6.8,388,Ventura Pons,"Josep Maria Pou,Rosa Maria Sardà,Mario Gas,|,See full cast & crew,",Spain,"Els Films de la Rambla,Televisión Española (TVE),Canal+ España,See more »,","ESP 150,000,000",
1147,Jin nian xia tian,(2001)," Comedy, Drama, Romance            ",5.3,163,Yu Li,"Yi Pan,Tou Shi,Pengcheng So,|,See full cast & crew,",China,,,
1148,Hooters!,(2010)," Animation, Biography, Comedy            ",4.2,12,Anna Margarita Albelo,"Anna Margarita Albelo,V.S. Brodie,Butchie,|,See full cast & crew,",USA,"Parliament Film Collective,See more »,","$62,250",
1149,Gankyû no yume,(2016), Comedy            ,6.1,12,Hisayasu Satô,"Marissa,Rina Sakuragi,Tsuyoshi Nakano,|,See full cast & crew,","Japan,USA","Arrete Ton Cinema,Stance Company,See more »,",,
1150,Lava Lounge,(2005)," Comedy, Drama            ",6.9,21,David E. Rice,"Annie Little,Joe Duer,Adam Baratta,|,See full cast & crew,",USA,"Ovenbird Films Inc.,See more »,",,
1151,Pursuit of Equality,(2005)," Comedy, Romance            ",6.6,48,,"Gavin Newsom,George W. Bush,Rosie O'Donnell,|,See full cast & crew,",USA,"Callan Entertainment,Emergency Clock Productions,Pursuit of Equality,See more »,",,
1152,Bleeding Through,(2012), Drama            ,5.8,36,Henrique Couto,"Sandy Behre,Ruby Larocca,Josh Lively,|,See full cast & crew,",USA,"New Dynamic,See more »,","$3,000",
1153,Stained Glass Windows,(2010)," Comedy, Romance            ",6.4,19,William L. Brown,"Christopher Atkins,Becky Baker,Paul Borrillo,|,See full cast & crew,",USA,"Striking the Water Productions,See more »,",,
1154,The Politics of Fur,(2002), Thriller            ,5.0,77,Laura Nix,"Katy Selverstone,Brynn Horrocks,T. Jerram Young,|,See full cast & crew,",USA,"Nixpix,See more »,",,
1155,Revoir Julie,(1998), Documentary            ,6.2,153,Jeanne Crépeau,"Dominique Leduc,Stephanie Morgenstern,Marcel Sabourin,|,See full cast & crew,",Canada,"Box Films,National Film Board of Canada (NFB),The Canada Council,See more »,",,
1156,8 hlav sílenství,(2017)," Documentary, History            ",4.8,19,Marta Nováková,"Aneta Langerová,Lenka Burianová,Viktorie Cermáková,|,See full cast & crew,","Czech Republic,Slovakia","8Heads Productions,Ceská Televize,Moss & Roy,See more »,",,
1157,Houkago rosuto,(2014), Drama            ,5.6,12,,"Aoi Koizumi,Mayu Matsuoka,Honoka Miki,|,See full cast & crew,",Japan,,,
1158,Fuck You Jessica Blair,(2017)," Documentary, History            ",6.9,35,Karni Haneman,"Jessy Danner,Guy German,Karni Haneman,|,See full cast & crew,",Israel,,,
1159,Les gens en maillot de bain ne sont pas (forcément) superficiels,(2001)," Documentary, Drama, Family            ",4.7,151,Eric Assous,"Isabelle Gélinas,Agnès Soral,Gad Elmaleh,|,See full cast & crew,",France,"ICE3,TF1 Films Production,TPS Cinéma,See more »,",,
1160,Trip,(I) (2009)," Drama, Romance            ",7.4,33,Florina Titz,"Marian Adochitei,Laura Iancu,Lacramioara Muscaliuc,|,See full cast & crew,",Romania,"EtCaetera Films,See more »,","$3,000",
1161,Butch Jamie,(2007), Documentary            ,4.5,133,Michelle Ehlen,"Michelle Ehlen,Olivia Nix,Tiffany Anne Carrin,|,See full cast & crew,",USA,"Ballet Diesel Films,See more »,",,
1162,La festa,(2013), Documentary            ,6.5,30,Simone Scafidi,"Vittoria Bocca Gelsi,Thomas Cibelli,Riccardo Cicogna,|,See full cast & crew,",Italy,"Ardaco,Gagarin,A Buzz Supreme,See more »,","€200,000",
1163,Off and Running,(2009), Documentary            ,6.4,111,Nicole Opper,,USA,"Independent Television Service (ITVS),See more »,",,"$15,205,"
1164,The Joy of Life,(2005), Documentary            ,6.9,60,Jenni Olson,"Harry Dodge,Lawrence Ferlinghetti,",USA,,,
1165,Sabel,(2004)," Comedy, Drama, Romance            ",5.5,22,Joel Lamangan,"Judy Ann Santos,Wendell Ramos,Sunshine Dizon,|,See full cast & crew,",Philippines,"Regal Films,See more »,",,
1166,"Schau mir in die Augen, Kleiner",(2007), Documentary            ,7.0,110,André Schäfer,"John Waters,Wieland Speck,Rosa von Praunheim,|,See full cast & crew,","Germany,Netherlands,Finland,Australia","Florianfilm GmbH,Arte,AVRO Television,See more »,",,
1167,Deep Run,(2015)," Action, Crime, Drama            ",6.4,37,Hillevi Loven,,USA,,,
1168,Tiang khu ku rak,(2012)," Comedy, Drama, Romance            ",0.0,0,Panyanee,,Thailand,,,
1169,Family Fundamentals,(2002)," Drama, Comedy            ",6.8,96,Arthur Dong,"Cynthia Alardo,Phil Alardo,Heather Beberay,|,See full cast & crew,",USA,"DeepFocus Productions Inc.,See more »,",,
1170,Anyone and Everyone,(2007), Comedy            ,8.2,36,Susan Polis Schutz,,USA,"Iron Zeal Films,See more »,",,
1171,The AckerMonster Chronicles!,(2012), Documentary            ,8.8,20,Jason Brock,"Forrest J. Ackerman,Greg Bear,Ray Bradbury,|,See full cast & crew,",USA,"JaSunni Productions,See more »,","$30,000",
1172,Girl Fight: A Muay Thai Story,(2015), Documentary            ,8.4,5,Matthew Kaplowitz,"Kate Allen,Molly Barg,Rich Brattole,|,See full cast & crew,",USA,"Kapara Sound,See more »,",,
1173,Some Prefer Cake,(1998)," Comedy, Musical            ",4.6,84,Heidi Arnesen,"Kathleen Fontaine,Tara Howley,Desi del Valle,|,See full cast & crew,",USA,"Up All Nite Productions,See more »,",,
1174,Radical Harmonies,(2002)," Documentary, Drama            ",7.3,12,Dee Mosbacher,,USA,,,
1175,Honeybee,(2001), Drama            ,3.6,59,Melvin James,"Senait Ashenafi,Pierre Perea,Antwan Mills,|,See full cast & crew,",USA,"R.A.P. Filmworks,See more »,",,
1176,Southwest,(I) (2013), Documentary            ,7.2,100,Shawn Lecrone,"Danielle Lecrone,Eric Young,Barry Fitzgerald,|,See full cast & crew,",USA,"Wanted Dead Pictures,See more »,","$65,000",
1177,Spinnin',(2007), Drama            ,6.4,153,Eusebio Pastrana,"Damián Alcolea,Matilde Alcázar,María Brea,|,See full cast & crew,",Spain,"Big Bean & The Human Bean Band,Mundofree,See more »,",,
1178,Wilbur Falls,(1998), Documentary            ,5.4,143,Juliane Hiam,"Danny Aiello,Sally Kirkland,Shanee Edwards,|,See full cast & crew,",USA,"PM Entertainment Group,Vexatious Films,See more »,",,
1179,Lez Be Friends,(2007)," Comedy, Romance            ",5.2,8,Glenn Gaylord,"Nic Arnzen,Christine Barger,Q. Allan Brocka,|,See full cast & crew,",USA,,,
1180,Boy I Am,(2006), Documentary            ,7.5,42,,"Elizabeth Cline,Lucey Cummins,Judith Halberstam,|,See full cast & crew,",USA,,,
1181,Fatherhood Dreams,(2007), Drama            ,6.3,37,Julia Ivanova,,Canada,"Interfilm Productions,See more »,","CAD 220,000",
1182,Fruit Fly,(2009), Drama            ,5.6,170,H.P. Mendoza,"L.A. Renigen,Mike Curtis,Theresa Navarro,|,See full cast & crew,",USA,"Center for Asian American Media (CAAM),Ersatz Film,See more »,",,
1183,Pequeñas mentiras piadosas,(2015), Drama            ,7.3,11,Niccolò Bruna,"Enit Abreu Gomez,Lourdes Gonzales Rosabal,","Italy,Spain,Cuba","Cataclisma films,15-L. Films,Babydoc Film,See more »,",,
1184,Jerome,(1998)," Drama, Romance            ",6.6,97,,"Drew Pillsbury,Wendie Malick,Scott McKenna,|,See full cast & crew,",USA,"The JET Film Company,See more »,",,"$3,015,"
1185,LGBT Experience,(2018), Romance            ,0.0,0,Tom Monasterios,,USA,,"$30,000",
1186,Navarasa,(2005), Documentary            ,7.8,29,Santosh Sivan,"Shweta,Apeksha Bhat,Bobby Darling,|,See full cast & crew,",India,"Handmade Productions,See more »,",,
1187,City of Borders,(2009)," Comedy, Drama            ",7.8,68,Yun Suh,"Boody,Ravit Geva,Sa'Ar Netanel,|,See full cast & crew,",USA,"Center for Asian American Media (CAAM),City of Borders Productions,ITVS,See more »,",,
1188,Kali's Vibe,(2002), Documentary            ,6.8,12,Shari L. Carpenter,"Lizzy Davis,Phalana Tiller,Cherokee,|,See full cast & crew,",USA,,,
1189,Lui yun na wa yee,(2000)," Drama, Romance            ",6.2,85,Barbara Wong Chun-Chun,"Annabel Chong,Barbara Wong Chun-Chun,Ann Hui,|,See full cast & crew,",Hong Kong,"Mandarin Films Distribution,See more »,",,
1190,Made in Secret: The Story of the East Van Porn Collective,(2005), Drama            ,7.5,47,One Tiny Whale,"Hugh Jorgen,Muffy LaRue,Nerdgirl,|,See full cast & crew,",Canada,,,
1191,Nachbarinnen,(2004)," Drama, Horror, Mystery            ",6.9,120,Franziska Meletzky,"Dagmar Manzel,Grazyna Szapolowska,Jörg Schüttauf,|,See full cast & crew,",Germany,"Junifilm,Eikon Film,Hochschule für Film und Fernsehen 'Konrad Wolf',See more »,",,
1192,Camminando verso,(2011)," Documentary, News            ",4.8,16,Roberto Cuzzillo,"Carlo Barbero,Amel Orucevic,Fiorenza Tessari,|,See full cast & crew,",Italy,"SAP11,See more »,","$500,000",
1193,Blue,(II) (2002)," Comedy, Sport            ",6.4,260,Hiroshi Ando,"Mikako Ichikawa,Manami Konishi,Asami Imajuku,|,See full cast & crew,",Japan,"Blue Production Partnership,Eisei Gekijo,Kobi Co.,See more »,",,
1194,Lovers' Kiss,(2003)," Drama, Romance            ",6.1,14,Ataru Oikawa,"Aya Hirayama,Aoi Miyazaki,Mikako Ichikawa,|,See full cast & crew,",Japan,"Shogakukan,Toho Company,See more »,",,
1195,A Place to Live: The Story of Triangle Square,(2008)," Comedy, Drama, Horror            ",9.1,11,Carolyn Coal,,USA,"NoCo Media Group,Bittersweet Productions,See more »,",,
1196,Riisuttu mies,(2006), Drama            ,5.6,762,Aku Louhimies,"Samuli Edelmann,Matleena Kuusniemi,Laura Malmivaara,|,See full cast & crew,",Finland,"Lasihelmi Filmi,See more »,","€1,070,000",
1197,Black./Womyn.:Conversations with Lesbians of African Descent,(2008), Romance            ,7.6,7,Tiona McClodden,"Staceyann Chin,Cheryl Clarke,Michelle Parkerson,|,See full cast & crew,",USA,,,
1198,Mapa Para Conversar,(2012), Comedy            ,5.4,38,Fernández Constanza,"Moro Andrea,Francisca Bernardi,Romano Kottow,|,See full cast & crew,",Chile,,,
1199,...a bude hur,(2007)," Comedy, Sci-Fi            ",7.1,169,Petr Nikolaev,"Karel Zídek,Filip Kankovský,Vladimír Skultéty,|,See full cast & crew,",Czech Republic,"První Verejnoprávní,Ateliers Zlín,See more »,",,
1200,Enbamingu,(1999), Drama            ,5.3,192,Shinji Aoyama,"Kôjirô Hongô,Masatoshi Matsuo,Yutaka Matsushige,|,See full cast & crew,",Japan,"Gaga Pictures,See more »,",,
1201,Campaign of Hate: Russia and Gay Propaganda,(2014)," Biography, Comedy, History            ",6.2,69,,,"USA,Russia",,,
1202,Satree lek 2,(2003)," Action, Adventure            ",5.4,194,Yongyoot Thongkongtoon,"Sujira Arunpipat,Kokkorn Benjathikoon,Anucha Chatkaew,|,See full cast & crew,",Thailand,"Tai Entertainment,Hub Ho Hin Films,See more »,","THB 18,000,000",
1203,Away (A)wake,(2005), Documentary            ,5.4,89,,"Helen Bowman,Saki Manousakis,Timothy Morton,|,See full cast & crew,",USA,"The Memphis Digital Arts Co-operative,Sawed-Off Collaboratory Productions,See more »,","$7,000",
1204,Ornaments,(2008)," Documentary, Adventure, Biography            ",3.7,22,Brian Samuel Davis,"Kelly May,Chad Olson,Jordana Oberman,|,See full cast & crew,",USA,"Apple Cart Productions,Maven Design House,Beachwood Cottage Film and Music,See more »,","$90,000",
1205,Changing Spots,(2006), Horror            ,7.5,22,Susan Turley,"Lane West,Danielle Egnew,Larrs Jackson,|,See full cast & crew,",USA,,"$100,000",
1206,Kagekiha opera,(2016), Documentary            ,0.0,0,Junko Emoto,"Saori,Arisa Nakamura,Yuki Sakurai,|,See full cast & crew,",Japan,,,
1207,El grito en el cielo,(1998)," Drama, Thriller            ",5.5,120,,"Maria Conchita Alonso,Loles León,María Pujalte,|,See full cast & crew,",Spain,"Canal+ España,Cristal Producciones Cinematográficas S.A.,Sociedad General de Televisión (Sogetel),See more »,",,
1208,Superstarlet A.D.,(2000)," Drama, Romance            ",4.6,133,John Michael McCarthy,"Kerine Elkins,Gina Velour,Michèle Carr,|,See full cast & crew,",USA,"Big Broad Guerrilla Monster,JMM Productions,See more »,","$16,000",
1209,D'une pierre deux coups,(I) (2016)," Drama, Romance, Sport            ",3.8,62,Fejria Deliba,"Milouda Chaqiq,Brigitte Roüan,Claire Wauthion,|,See full cast & crew,",France,"Ciné-Sud Promotion,See more »,",,
1210,The Gertrude Stein Mystery or Some Like It Art,(2010), Documentary            ,6.0,5,Philippe Mora,"Jonathan Ball,Rena Riffel,Hoyt Richards,|,See full cast & crew,",USA,,"$3,000,000",
1211,Deadly Engagement,(2002)," Action, Crime, Drama            ",3.9,66,Lloyd A. Simandl,"Olivier Gruner,Daniela Krhutova,Max Norlin,|,See full cast & crew,","Canada,Czech Republic","North American Pictures,See more »,",,
1212,Out Late,(2008), Documentary            ,7.0,89,,"Leanna Bradley,Cathy Jambrosic,Walter Rothenburger,|,See full cast & crew,",USA,"Forever Films,See more »,",,
1213,The Skin I'm In,(2012)," Drama, Comedy, Romance            ",7.0,5,Broderick Fox,"Rande Cook,Broderick Fox,Zulu Zulu,","USA,Japan,Canada,Germany",,,
1214,Death Forest 2,(2015), Comedy            ,1.6,405,Masataka Ichimi,"Yukino Hashimoto,Daijiro Kawaoka,Yuka Kuramochi,|,See full cast & crew,",Japan,"Copyrights Factory,Nihon Sky Way (NSW),See more »,",,
1215,Transparent,(2006)," Documentary, Biography            ",7.1,9,Jules Rosskam,,USA,,,
1216,Sadisutikku yoga,(2007), Documentary            ,3.6,13,Daisuke Yamanouchi,"Yoshika Kimura,Yukari Masaki,",Japan,"Takazawa,See more »,",,
1217,Jak calkowicie zniknac,(2014)," Documentary, Romance            ",4.8,46,Przemyslaw Wojcieszek,"Agnieszka Podsiadlik,Pheline Roggan,Tomasz Tyndyk,",Poland,"Dynamo Karuzela,Odra Film,See more »,",,
1218,Maggie and Annie,(2002), Horror            ,4.4,214,Kimberly K. Wilson,"Amy Thiel,Joy Yandell,Adam Knox,|,See full cast & crew,",USA,"Rainbow Chaser Productions,See more »,",,
1219,Juarez: The City Where Women Are Disposable,(2007)," Drama, Romance            ",0.0,0,Alex Flores,"Mayte Alvarado,Ollin Ayacaxill,Vanessa Bauche,|,See full cast & crew,","Mexico,Canada","Las Perlas del Mar Films,See more »,",,
1220,Midnight Cabaret,(2012), Drama            ,6.4,19,Donna R. Clark,"Brandon Hilton,Elexius Kelly,Arthur Yon,|,See full cast & crew,",USA,"Label me. productions,See more »,",,
1221,Simon and I,(2002), Drama            ,8.5,21,,,South Africa,,,
1222,Ho yuk,(2002), Comedy            ,5.4,41,Yau Ching,"Chung-Ching Wong,Erica Lam,Colette Koo,|,See full cast & crew,",Hong Kong,,,
1223,El favor,(2004)," Crime, Drama, Thriller            ",5.7,138,Pablo Sofovich,"Javier Lombardo,Victoria Onetto,Bernarda Pagés,|,See full cast & crew,",Argentina,"Instituto Nacional de Cine y Artes Audiovisuales (INCAA),Sofo Cine,See more »,",,
1224,Queer City,(2016), Documentary            ,6.4,16,Draper Shreeve,"Rafael Alencar,Sarah Chinn,Miriam Diaz,|,See full cast & crew,",USA,"Showdog Productions,Public Art Films,Goldcrest Post Production New York,See more »,","$300,000",
1225,Hearts Cracked Open,(2004), Documentary            ,9.1,13,Betsy Kalin,"Annie Sprinkle,Pamela Madison,Evalena Rose,|,See full cast & crew,",USA,"Itchy Bee Productions,See more »,",,
1226,Ruthie and Connie: Every Room in the House,(2002), Drama            ,8.2,33,Deborah Dickson,"Ruth Berman,Connie Kurtz,",USA,,,
1227,The Flemish Vampire,(2007)," Adventure, Drama            ",3.1,35,R. Kan Albay,"Chahid Abdessalami,Nele Allaert,Jamal Boujouh,|,See full cast & crew,",Belgium,"Studio Albay,See more »,","€283,000",
1228,Tai Bei wan 9 zao 5,(2002), Documentary            ,5.8,200,Leon Dai,"Stanley Huang,Cheryl Yang,Ehlo Huang,|,See full cast & crew,","Hong Kong,Taiwan","Jin Chuan Pictures,See more »,",,
1229,Suor Sorriso,(2001)," Drama, Romance            ",5.0,74,Roger Deutsch,"Ginevra Colonna,Antonio Salines,Simona Caparrini,|,See full cast & crew,",Italy,"Malika,Neofilm,See more »,",,
1230,Fei yue qin hai,(2003)," Documentary, History            ",5.8,60,Alice Wang,"Alice Wang,Ariel Lin,Duncan Lai,|,See full cast & crew,",Taiwan,"Core Image Production Company,See more »,",,
1231,Akiba,(2006), Thriller            ,0.0,0,Yûichi Onuma,"Nonami Takisawa,Ayaka Maeda,Mitsuyoshi Shinoda,|,See full cast & crew,",Japan,"Benten Movie,See more »,",,
1232,The Period,(2007)," Documentary, Adventure, Drama            ",5.2,16,J. Douglas Smith,"Ian Arnold,Valerie Castro,Angela Dix,|,See full cast & crew,",USA,,"$5,000",
1233,"Quiconque meurt, meurt à douleur",(1998), Documentary            ,7.4,192,Robert Morin,,Canada,"Coop Vidéo de Montréal,See more »,",,
1234,Triple X Selects: The Best of Lezsploitation,(2007), Documentary            ,7.4,25,Michelle Johnson,,USA,,,
1235,Sparrooabbán,(2016), Documentary            ,5.9,37,Suvi West,"Kaisa West,Suvi West,Linnea,|,See full cast & crew,",Finland,"Vaski Filmi,See more »,","€206,000",
1236,Haiiro no karasu,(2015), Documentary            ,3.6,14,Nao Shimizu,"Eri Nishida,Kaho Kobayashi,Sayo Ampo,|,See full cast & crew,",Japan,"Earth Diver,Tetra Co.,See more »,",,
1237,Rôringu,(2015)," Drama, Romance            ",5.4,18,Masanori Tominaga,"Yurika Fukaya,Junpei Hashino,Kayo Hoshino,|,See full cast & crew,",Japan,"Color Bird Inc.,Magnetize,Style Jam,See more »,",,
1238,Our House: A Very Real Documentary About Kids of Gay & Lesbian Parents,(2000), Horror            ,7.1,36,Meema Spadola,,USA,"Independent Television Service (ITVS),Sugar Pictures,See more »,",,
1239,This Kiss,(2007), Documentary            ,5.5,94,Kylie Eddy,"Tamsin Gatewood,Melanie Lockman,",Australia,"The Australian Film Commission,Vermilion Productions,See more »,",,
1240,Swimming with Lesbians,(2009)," Documentary, History            ",8.0,5,David B. Marshall,,USA,"Blue Sky Project,See more »,","$250,000",
1241,The Hard Cut,(2011), Documentary            ,4.6,12,Vince D'Amato,"Jason Beaudoin,Danielle Kremeniuk,Tijana Popovic,|,See full cast & crew,",Canada,"Creepy Six Films,See more »,","CAD 50,000",
1242,Fagbug,(2009)," Crime, Drama            ",6.5,132,Erin Davies,"Erin Davies,The Fagbug,",USA,,"$50,000",
1243,Zhi tongzhi,(2009)," Comedy, Drama, Romance            ",6.5,41,Zi'en Cui,,China,"Cui Zi DV Studio,Cuizi DV Studio,See more »,",,
1244,Free Havana,(2012), Documentary            ,6.7,9,Eliezer Pérez Angueira,,"USA,Cuba","Silica Street Productions,See more »,","$5,000",
1245,Donor Unknown,(2010), Documentary            ,6.8,138,Jerry Rothwell,"JoEllen Marsh,Danielle Pagano,Fletcher Norris,|,See full cast & crew,",UK,"Met Film Production,Naked Edge Films,See more »,",,
1246,Les mains déliées: À la recherche du cinéma gay israélien,(2014)," Documentary, Biography, History            ",0.0,0,Yannick Delhaye,"Avital Barak,Yannick Delhaye,Eytan Fox,|,See full cast & crew,",France,"Esperanza Productions,See more »,",,
1247,Nachuraru ûman 2010,(2010), Biography            ,6.6,13,Seiichi Nomura,"Ayano,Erena,Ayumi Kinoshita,|,See full cast & crew,",Japan,"Soft Garage,Suns Entertainment,See more »,",,
1248,ROT: Reunion of Terror,(2008), Documentary            ,3.8,135,Michael Hoffman Jr.,"Christian Anderson,Alvie Baker,Monique Barajas,|,See full cast & crew,",USA,"Bongiovi Entertainment,Disruptive Media,Wayward Studios,See more »,","$22,700",
1249,Making Grace,(2004), Drama            ,5.3,20,Catherine Gund,"Elizabeth Bing,Sami S. David,Dave Johnson,|,See full cast & crew,",USA,"Aubin Pictures,See more »,",,"$1,496"
1250,"The Strange History of Don't Ask, Don't Tell",(2011), Horror            ,7.7,155,,"Carl Levin,Robert Gates,Mike Mullen,|,See full cast & crew,",USA,"HBO Documentary Films,World of Wonder Productions,World of Wonder,See more »,",,
1251,Dangerous Living: Coming Out in the Developing World,(2003), Drama            ,7.3,134,John Scagliotti,"Janeane Garofalo,Maher Sabry,",USA,,,
1252,Amazing World,(1999), Romance            ,5.7,13,Denise Ohio,"Maiz Lucero,Jennifer Burton,Kelly Jean Clair,|,See full cast & crew,",USA,,,
1253,To Live and Die in Dixie,(2008)," Comedy, Romance            ",6.1,31,Harper Philbin,"Heather Prete,Scott Lowell,Marcus Hendricks,|,See full cast & crew,",USA,"Grand Valley Pictures,See more »,",,
1254,Broken Gardenias,(2014)," Documentary, Drama, News            ",5.9,35,Kai Alexander,"Alma S. Grey,A. Jack Morocco,Caroline Heinle,|,See full cast & crew,",USA,"Zep Tepi Films,See more »,",,
1255,Unlimited Girls,(2002), Documentary            ,7.3,6,Paromita Vohra,,India,,,
1256,Living with Pride: Ruth C. Ellis @ 100,(1999), Documentary            ,6.9,59,Yvonne Welbon,"Ruth C. Ellis,James E. Sanford,",USA,"Our Film Works,See more »,",,
1257,Beyond Gay: The Politics of Pride,(2009), Drama            ,6.9,113,Bob Christie,,Canada,,,
1258,Anna Freud: Under Analysis,(2003), Documentary            ,0.0,0,Alana Cash,,USA,"Vibegirl Productions,See more »,",,
1259,Ashley and Kisha: Finding the Right Fit,(2007), Comedy            ,7.3,33,Tony Comstock,"Ashley,Kisha,",USA,"Comstock Films,See more »,",,
1260,Change of Life,(2006), Comedy            ,5.5,30,Amy McClung,"Ari Bavel,Brooke Daniels,Jennifer Davis,|,See full cast & crew,",USA,"Agent Provocateur Films,See more »,",,
1261,5-tsu kazoereba kimi no yume,(2014)," Crime, Horror, Mystery            ",6.1,18,Yûki Yamato,"Miyu Yamabe,Hitomi Arai,Mei Shôji,|,See full cast & crew,",Japan,"Storywriter Co.,Parco Co. Ltd.,Aoi Promotion,See more »,",,
1262,Pitong dalagita,(2006)," Comedy, Romance            ",6.9,20,Crisaldo Pablo,"Angelica Panganiban,Yasmien Kurdi,Nadine Samonte,|,See full cast & crew,",Philippines,"Canary Films,Grupong Sinehan,See more »,",,
1263,Il vento e le rose,(2009)," Horror, Thriller            ",2.7,6,Elisa Bolognini,"Maria Cocchiarella Arismendi,Kyôko Kanô,Angelo Amoretti,|,See full cast & crew,","Japan,Italy","Pony Canyon,Shogakukan,Vista,See more »,","€700,000",
1264,Desi's Looking for a New Girl,(2000), Documentary            ,5.4,38,Mary Guzmán,"Desi del Valle,Yesenia Aguirre,Sandra Carola,|,See full cast & crew,",USA,"Mary Guzmán Productions,See more »,",,
1265,The Abominable Crime,(2013), Documentary            ,6.9,17,Micah Fink,,"USA,Canada,Jamaica,Netherlands,UK",,,
1266,Preacher's Sons,(2008)," Documentary, Biography            ",0.0,0,Celia Roebuck Reed,,USA,"Odd Path Pictures LLC,See more »,","$160,000",
1267,Ten More Good Years,(2007)," Action, Drama, Romance            ",8.6,10,Michael Jacoby,"Harry Bartron,Harry Bartron,James Bidgood,|,See full cast & crew,",USA,"LookOut Films,See more »,","$200,000",
1268,Kurz davor ist es passiert,(2006)," Documentary, Drama, Family            ",6.5,75,Anja Salomonowitz,,Austria,"Amour Fou Filmproduktion,See more »,","€200,000",
1269,Du ska nog se att det går över,(2003), Comedy            ,6.5,161,Cecilia Neant-Falk,"Eva Dahlgren,Natalie Durbeej,Kronprinsessan Victoria,|,See full cast & crew,",Sweden,"Riot Reel AB,APS,Kinotar,See more »,",,
1270,My Mama Said Yo Mama's a Dyke,(2010), Documentary            ,6.3,10,Coquie Hughes,"Izerrick Aigbokhan,Marisa Baldwin-Woodhouse,Alicia Beal,|,See full cast & crew,",USA,"SeeTruePeace Entertainment,See more »,","$15,000",
1271,Macbeth: The Comedy,(2001), Horror            ,7.7,38,Allison L. LiCalsi,"Erika Burke Rossa,Juliet Furness,Dudley Findlay Jr.,|,See full cast & crew,",USA,"Tristan Films,See more »,",,
1272,Glass,(II) (2015)," Documentary, Family, History            ",4.3,9,Vince D'Amato,"Jason Beaudoin,Lesli Brownlee,Patrick Carr,|,See full cast & crew,",Canada,,,
1273,Baliktaran: Si Ace at si Daisy,(2001), Documentary            ,5.5,8,Al Tantay,"Rufa Mae Quinto,Bayani Agbayani,Rommel Montano,|,See full cast & crew,",Philippines,"JTR Productions,Viva Films,See more »,",,
1274,Island of Torture,(2006), Drama            ,5.7,7,Josh Maldonado,"Jeanne Cochran,Syn DeVil,Brian Floorjack,|,See full cast & crew,",USA,"Doorway Productions,See more »,","$71,000",
1275,Lifetime Guarantee: Phranc's Adventure in Plastic,(2001), Drama            ,7.7,19,Lisa Udelson,,USA,,,
1276,Koi ni itaru yamai,(2011)," Drama, Fantasy, Mystery            ",4.9,19,Shoko Kimura,"Miwako Wagatsuma,Yôichirô Saitô,Aimi Satsukawa,|,See full cast & crew,",Japan,"PFF Partners,See more »,",,
1277,Treyf,(1998), Documentary            ,6.6,21,,"Alisa Lebow,Cynthia Madansky,",USA,,,
1278,"Kings, Queens, & In-Betweens",(2017), Drama            ,6.6,23,Gabrielle Burton,,USA,"Five Sisters Productions,See more »,",,
1279,"Sganarelle, or The Imaginary Cuckold",(2010), Comedy            ,0.0,0,,"Lia Como,Jocelyn Connelly,Michel Duran,|,See full cast & crew,",Canada,"CMHL Enterprises,See more »,",,
1280,An Act of Love,(2015), Documentary            ,7.8,28,Scott Sheppard,"Jimmy Creech,Frank Schaefer,Tim Schaefer,|,See full cast & crew,","USA,Germany","Autorickshaw Pictures,Chhibber Mann Productions,See more »,",,
1281,Vendus,(2004), Documentary            ,4.7,113,Éric Tessier,"Brigitte Paquette,Serge Thériault,Véronique Bannon,|,See full cast & crew,",Canada,"Cirrus Communications,Les Films Vision 4,See more »,","CAD 1,300,000",
1282,Moja schastlivaya semja,(2007), Drama            ,8.1,8,Ekaterina Kharlamova,,Russia,,,
1283,Dokumushi,(2016)," Documentary, Biography, History            ",3.4,24,Kayoko Asakura,"Shintarô Akiyama,Ryusuke Komakine,Kyôka Minakami,|,See full cast & crew,",Japan,"Sedic Deux,Twin Peaks Productions,See more »,",,
1284,Illegal Love,(2011)," Documentary, War            ",6.6,14,Julie Gali,"Frédéric Anscombre,Dominique Besnehard,Dustin Lance Black,|,See full cast & crew,","France,Spain,USA","Le Protocole Gali,Petite Maison Production,See more »,",,
1285,Stained Glass Rainbows,(2015), Drama            ,7.5,10,Kent C. Williamson,"Ric Alba,Sean Doty,Jonathan Ervin,|,See full cast & crew,",USA,"Paladin Pictures,See more »,","$50,000",
1286,The Time We Killed,(2004)," Documentary, Family, Sport            ",6.8,53,Jennifer Todd Reeves,"Lisa Jarnot,Susan Arthur,Rainer Dragon,|,See full cast & crew,",USA,"Peeping Jane Productions,Sparky Pictures,See more »,",,
1287,Solitude,(2002)," Action, Mystery, Thriller            ",7.2,93,,"Patrick Belton,Mary Thornton,Jaraneh Nova,",USA,"Filmmakers Alliance,Pomegranate Films LLC,See more »,",,"$3,362,"
